"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 14 10:20:45 GMT 2024","Fri Jun 14 10:20:45 GMT 2024","1","","Array #indexOf()","","Array #indexOf()","should return -1 when the value is not present","should return -1 when the value is not present",""
