"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 12 18:26:05 EEST 2024","Wed Jun 12 18:26:05 EEST 2024","1","","Array #indexOf()","","Array #indexOf()","should return -1 when the value is not present","should return -1 when the value is not present",""
