"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 13 09:29:16 GMT 2024","Thu Jun 13 09:29:16 GMT 2024","0","","Array #indexOf()","","Array #indexOf()","should return -1 when the value is not present","should return -1 when the value is not present",""
