"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 14 12:02:40 GMT 2024","Fri Jun 14 12:02:40 GMT 2024","1","","Array #indexOf()","","Array #indexOf()","should return -1 when the value is not present","should return -1 when the value is not present",""
